epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
371,564.887,0.20353,0.20454,0.77703,1,0.99949,0.995,0.98308,0.20869,0.15794,0.79052,0.0001685,0.0001685,0.0001685
372,566.477,0.21541,0.20868,0.77961,1,0.99949,0.995,0.98308,0.20869,0.15794,0.79052,0.00016355,0.00016355,0.00016355
373,568.053,0.19544,0.18982,0.79182,1,0.99938,0.995,0.98181,0.21368,0.15653,0.791,0.0001586,0.0001586,0.0001586
374,569.713,0.20807,0.21871,0.77813,1,0.99938,0.995,0.98181,0.21368,0.15653,0.791,0.00015365,0.00015365,0.00015365
375,571.251,0.1981,0.19109,0.78993,1,0.99918,0.995,0.98101,0.21456,0.15857,0.79113,0.0001487,0.0001487,0.0001487
376,572.746,0.20369,0.21149,0.78115,1,0.99918,0.995,0.98101,0.21456,0.15857,0.79113,0.00014375,0.00014375,0.00014375
377,574.284,0.193,0.19643,0.77157,0.99996,0.99487,0.995,0.97711,0.21654,0.15987,0.79129,0.0001388,0.0001388,0.0001388
378,575.815,0.1721,0.18059,0.76914,0.99996,0.99487,0.995,0.97711,0.21654,0.15987,0.79129,0.00013385,0.00013385,0.00013385
379,577.539,0.20044,0.2012,0.76267,0.99429,1,0.995,0.97587,0.21325,0.15945,0.79136,0.0001289,0.0001289,0.0001289
380,579.174,0.20533,0.20525,0.77259,0.99429,1,0.995,0.97587,0.21325,0.15945,0.79136,0.00012395,0.00012395,0.00012395
381,580.713,0.2021,0.20507,0.78266,0.99433,1,0.995,0.97604,0.21069,0.15787,0.79098,0.000119,0.000119,0.000119
382,582.211,0.19453,0.19254,0.77494,0.99433,1,0.995,0.97604,0.21069,0.15787,0.79098,0.00011405,0.00011405,0.00011405
383,583.736,0.19439,0.20146,0.77137,1,0.99923,0.995,0.97986,0.20615,0.15792,0.79001,0.0001091,0.0001091,0.0001091
384,585.235,0.18308,0.18971,0.77929,1,0.99923,0.995,0.97986,0.20615,0.15792,0.79001,0.00010415,0.00010415,0.00010415
385,586.867,0.18725,0.19728,0.78442,1,0.99932,0.995,0.98533,0.20475,0.15814,0.78894,9.92e-05,9.92e-05,9.92e-05
386,588.481,0.18264,0.18921,0.78094,1,0.99932,0.995,0.98533,0.20475,0.15814,0.78894,9.425e-05,9.425e-05,9.425e-05
387,590.044,0.2189,0.21253,0.77697,0.99965,0.99487,0.995,0.9855,0.20483,0.15754,0.78876,8.93e-05,8.93e-05,8.93e-05
388,591.617,0.18509,0.18495,0.77251,0.99965,0.99487,0.995,0.9855,0.20483,0.15754,0.78876,8.435e-05,8.435e-05,8.435e-05
389,593.206,0.18246,0.18889,0.76437,0.99968,0.99487,0.995,0.98496,0.20401,0.15905,0.78868,7.94e-05,7.94e-05,7.94e-05
390,594.766,0.19087,0.19613,0.77868,0.99968,0.99487,0.995,0.98496,0.20401,0.15905,0.78868,7.445e-05,7.445e-05,7.445e-05
391,626.272,0.17588,0.18783,0.7869,1,0.99952,0.995,0.98268,0.2045,0.15855,0.78919,6.95e-05,6.95e-05,6.95e-05
392,627.926,0.20279,0.19388,0.79671,1,0.99952,0.995,0.98268,0.2045,0.15855,0.78919,6.455e-05,6.455e-05,6.455e-05
393,629.654,0.19169,0.18492,0.78936,1,0.99958,0.995,0.98272,0.20328,0.15616,0.7893,5.96e-05,5.96e-05,5.96e-05
394,631.316,0.19361,0.19162,0.78663,1,0.99958,0.995,0.98272,0.20328,0.15616,0.7893,5.465e-05,5.465e-05,5.465e-05
395,632.956,0.18667,0.19092,0.75964,1,0.99961,0.995,0.98227,0.20145,0.15533,0.78895,4.97e-05,4.97e-05,4.97e-05
396,634.671,0.22276,0.20953,0.78615,1,0.99961,0.995,0.98227,0.20145,0.15533,0.78895,4.475e-05,4.475e-05,4.475e-05
397,636.21,0.20168,0.19668,0.78047,1,0.99962,0.995,0.98425,0.20026,0.15502,0.78863,3.98e-05,3.98e-05,3.98e-05
398,637.755,0.19626,0.18805,0.77453,1,0.99962,0.995,0.98425,0.20026,0.15502,0.78863,3.485e-05,3.485e-05,3.485e-05
399,639.319,0.1897,0.19019,0.77235,0.99968,0.99487,0.995,0.98438,0.20013,0.15434,0.78836,2.99e-05,2.99e-05,2.99e-05
400,640.856,0.19234,0.1918,0.80078,0.99968,0.99487,0.995,0.98438,0.20013,0.15434,0.78836,2.495e-05,2.495e-05,2.495e-05
